Price per carat,Size,Colour,Clarity,Month,Year,Rapper,Rappri
3720,1.01-1.09,J,IF,Jul,2017,-40,6200
3780,1.01-1.09,J,VVS1,Jul,2017,-37,6000
3835,1.01-1.09,J,VVS2,Jul,2017,-35,5900
3705,1.01-1.09,J,VS1,Jul,2017,-35,5700
3630,1.01-1.09,J,VS2,Jul,2017,-34,5500
3289.5,1.01-1.09,J,SI1,Jul,2017,-35.5,5100
2961,1.01-1.09,J,SI2,Jul,2017,-37,4700
2096,1.01-1.09,J,I1,Jul,2017,-34.5,3200
3009,1.01-1.09,K,IF,Jul,2017,-41,5100
3136,1.01-1.09,K,VVS1,Jul,2017,-36,4900
3031.5,1.01-1.09,K,VVS2,Jul,2017,-35.5,4700
3015,1.01-1.09,K,VS1,Jul,2017,-33,4500
2881,1.01-1.09,K,VS2,Jul,2017,-33,4300
2706,1.01-1.09,K,SI1,Jul,2017,-34,4100
2394,1.01-1.09,K,SI2,Jul,2017,-37,3800
1965,1.01-1.09,K,I1,Jul,2017,-34.5,3000
2806,1.01-1.09,L,IF,Jul,2017,-39,4600
2838,1.01-1.09,L,VVS1,Jul,2017,-35.5,4400
2795,1.01-1.09,L,VVS2,Jul,2017,-35,4300
2767.5,1.01-1.09,L,VS1,Jul,2017,-32.5,4100
2652,1.01-1.09,L,VS2,Jul,2017,-32,3900
2394,1.01-1.09,L,SI1,Jul,2017,-33.5,3600
2133.5,1.01-1.09,L,SI2,Jul,2017,-37.3,3400
1834,1.01-1.09,L,I1,Jul,2017,-34.5,2800
2419,1.01-1.09,M,IF,Jul,2017,-41,4100
2320.5,1.01-1.09,M,VVS1,Jul,2017,-40.5,3900
2275.5,1.01-1.09,M,VVS2,Jul,2017,-38.5,3700
2340,1.01-1.09,M,VS1,Jul,2017,-35,3600
2244,1.01-1.09,M,VS2,Jul,2017,-34,3400
2080,1.01-1.09,M,SI1,Jul,2017,-35,3200
1827,1.01-1.09,M,SI2,Jul,2017,-37,2900
1637.5,1.01-1.09,M,I1,Jul,2017,-34.5,2500
12627,1.01-1.09,D,IF,Aug,2017,-39,20700
9900,1.01-1.09,D,VVS1,Aug,2017,-40,16500
8928,1.01-1.09,D,VVS2,Aug,2017,-38,14400
7744,1.01-1.09,D,VS1,Aug,2017,-36,12100
7062,1.01-1.09,D,VS2,Aug,2017,-34,10700
5330,1.01-1.09,D,SI1,Aug,2017,-35,8200
4347,1.01-1.09,D,SI2,Aug,2017,-37,6900
3313.5,1.01-1.09,D,I1,Aug,2017,-29.5,4700
9106,1.01-1.09,E,IF,Aug,2017,-42,15700
8580,1.01-1.09,E,VVS1,Aug,2017,-40,14300
7254,1.01-1.09,E,VVS2,Aug,2017,-38,11700
6901.5,1.01-1.09,E,VS1,Aug,2017,-35.5,10700
6175,1.01-1.09,E,VS2,Aug,2017,-35,9500
5056,1.01-1.09,E,SI1,Aug,2017,-36,7900
4224,1.01-1.09,E,SI2,Aug,2017,-36,6600
3172.5,1.01-1.09,E,I1,Aug,2017,-29.5,4500
8246,1.01-1.09,F,IF,Aug,2017,-38,13300
7860,1.01-1.09,F,VVS1,Aug,2017,-34.5,12000
6848,1.01-1.09,F,VVS2,Aug,2017,-36,10700
6468,1.01-1.09,F,VS1,Aug,2017,-34,9800
5848,1.01-1.09,F,VS2,Aug,2017,-32,8600
5016,1.01-1.09,F,SI1,Aug,2017,-34,7600
4063.5,1.01-1.09,F,SI2,Aug,2017,-35.5,6300
3102,1.01-1.09,F,I1,Aug,2017,-29.5,4400
6710,1.01-1.09,G,IF,Aug,2017,-39,11000
6615,1.01-1.09,G,VVS1,Aug,2017,-37,10500
6080,1.01-1.09,G,VVS2,Aug,2017,-36,9500
5676,1.01-1.09,G,VS1,Aug,2017,-34,8600
5293,1.01-1.09,G,VS2,Aug,2017,-33,7900
4544,1.01-1.09,G,SI1,Aug,2017,-36,7100
3776,1.01-1.09,G,SI2,Aug,2017,-36,5900
2961,1.01-1.09,G,I1,Aug,2017,-29.5,4200
5429,1.01-1.09,H,IF,Aug,2017,-39,8900
5568,1.01-1.09,H,VVS1,Aug,2017,-36,8700
5265,1.01-1.09,H,VVS2,Aug,2017,-35,8100
5054,1.01-1.09,H,VS1,Aug,2017,-33.5,7600
4932,1.01-1.09,H,VS2,Aug,2017,-31.5,7200
4225,1.01-1.09,H,SI1,Aug,2017,-35,6500
3640,1.01-1.09,H,SI2,Aug,2017,-35,5600
2820,1.01-1.09,H,I1,Aug,2017,-29.5,4000
4788,1.01-1.09,I,IF,Aug,2017,-37,7600
4773,1.01-1.09,I,VVS1,Aug,2017,-35.5,7400
4485,1.01-1.09,I,VVS2,Aug,2017,-35,6900
4422,1.01-1.09,I,VS1,Aug,2017,-34,6700
4288,1.01-1.09,I,VS2,Aug,2017,-33,6400
3900,1.01-1.09,I,SI1,Aug,2017,-35,6000
3276,1.01-1.09,I,SI2,Aug,2017,-37,5200
2538,1.01-1.09,I,I1,Aug,2017,-29.5,3600
3720,1.01-1.09,J,IF,Aug,2017,-40,6200
3780,1.01-1.09,J,VVS1,Aug,2017,-37,6000
3835,1.01-1.09,J,VVS2,Aug,2017,-35,5900
3705,1.01-1.09,J,VS1,Aug,2017,-35,5700
3630,1.01-1.09,J,VS2,Aug,2017,-34,5500
3289.5,1.01-1.09,J,SI1,Aug,2017,-35.5,5100
2961,1.01-1.09,J,SI2,Aug,2017,-37,4700
2096,1.01-1.09,J,I1,Aug,2017,-34.5,3200
3009,1.01-1.09,K,IF,Aug,2017,-41,5100
3136,1.01-1.09,K,VVS1,Aug,2017,-36,4900
3031.5,1.01-1.09,K,VVS2,Aug,2017,-35.5,4700
3015,1.01-1.09,K,VS1,Aug,2017,-33,4500
2881,1.01-1.09,K,VS2,Aug,2017,-33,4300
2706,1.01-1.09,K,SI1,Aug,2017,-34,4100
2394,1.01-1.09,K,SI2,Aug,2017,-37,3800
1965,1.01-1.09,K,I1,Aug,2017,-34.5,3000
2806,1.01-1.09,L,IF,Aug,2017,-39,4600
2838,1.01-1.09,L,VVS1,Aug,2017,-35.5,4400
2795,1.01-1.09,L,VVS2,Aug,2017,-35,4300
2767.5,1.01-1.09,L,VS1,Aug,2017,-32.5,4100
2652,1.01-1.09,L,VS2,Aug,2017,-32,3900
2394,1.01-1.09,L,SI1,Aug,2017,-33.5,3600
2133.5,1.01-1.09,L,SI2,Aug,2017,-37.3,3400
1834,1.01-1.09,L,I1,Aug,2017,-34.5,2800
2419,1.01-1.09,M,IF,Aug,2017,-41,4100
2320.5,1.01-1.09,M,VVS1,Aug,2017,-40.5,3900
2275.5,1.01-1.09,M,VVS2,Aug,2017,-38.5,3700
2340,1.01-1.09,M,VS1,Aug,2017,-35,3600
2244,1.01-1.09,M,VS2,Aug,2017,-34,3400
2080,1.01-1.09,M,SI1,Aug,2017,-35,3200
1827,1.01-1.09,M,SI2,Aug,2017,-37,2900
1637.5,1.01-1.09,M,I1,Aug,2017,-34.5,2500
11918,1.01-1.09,D,IF,Sep,2017,-41,20200
9222,1.01-1.09,D,VVS1,Sep,2017,-42,15900
8460,1.01-1.09,D,VVS2,Sep,2017,-40,14100
7502,1.01-1.09,D,VS1,Sep,2017,-38,12100
6848,1.01-1.09,D,VS2,Sep,2017,-36,10700
5330,1.01-1.09,D,SI1,Sep,2017,-35,8200
4347,1.01-1.09,D,SI2,Sep,2017,-37,6900
3313.5,1.01-1.09,D,I1,Sep,2017,-29.5,4700
8512,1.01-1.09,E,IF,Sep,2017,-44,15200
8120,1.01-1.09,E,VVS1,Sep,2017,-42,14000
6900,1.01-1.09,E,VVS2,Sep,2017,-40,11500
6687.5,1.01-1.09,E,VS1,Sep,2017,-37.5,10700
5985,1.01-1.09,E,VS2,Sep,2017,-37,9500
5056,1.01-1.09,E,SI1,Sep,2017,-36,7900
4224,1.01-1.09,E,SI2,Sep,2017,-36,6600
3172.5,1.01-1.09,E,I1,Sep,2017,-29.5,4500
7800,1.01-1.09,F,IF,Sep,2017,-40,13000
7620,1.01-1.09,F,VVS1,Sep,2017,-36.5,12000
6634,1.01-1.09,F,VVS2,Sep,2017,-38,10700
6272,1.01-1.09,F,VS1,Sep,2017,-36,9800
5676,1.01-1.09,F,VS2,Sep,2017,-34,8600
5016,1.01-1.09,F,SI1,Sep,2017,-34,7600
4063.5,1.01-1.09,F,SI2,Sep,2017,-35.5,6300
3102,1.01-1.09,F,I1,Sep,2017,-29.5,4400
6366.5,1.01-1.09,G,IF,Sep,2017,-40.5,10700
6273,1.01-1.09,G,VVS1,Sep,2017,-38.5,10200
5937.5,1.01-1.09,G,VVS2,Sep,2017,-37.5,9500
5676,1.01-1.09,G,VS1,Sep,2017,-34,8600
5293,1.01-1.09,G,VS2,Sep,2017,-33,7900
4473,1.01-1.09,G,SI1,Sep,2017,-37,7100
3717,1.01-1.09,G,SI2,Sep,2017,-37,5900
2961,1.01-1.09,G,I1,Sep,2017,-29.5,4200
5176.5,1.01-1.09,H,IF,Sep,2017,-40.5,8700
5312.5,1.01-1.09,H,VVS1,Sep,2017,-37.5,8500
5143.5,1.01-1.09,H,VVS2,Sep,2017,-36.5,8100
5054,1.01-1.09,H,VS1,Sep,2017,-33.5,7600
4932,1.01-1.09,H,VS2,Sep,2017,-31.5,7200
4160,1.01-1.09,H,SI1,Sep,2017,-36,6500
3584,1.01-1.09,H,SI2,Sep,2017,-36,5600
2820,1.01-1.09,H,I1,Sep,2017,-29.5,4000
4662,1.01-1.09,I,IF,Sep,2017,-37,7400
4644,1.01-1.09,I,VVS1,Sep,2017,-35.5,7200
4485,1.01-1.09,I,VVS2,Sep,2017,-35,6900
4422,1.01-1.09,I,VS1,Sep,2017,-34,6700
4288,1.01-1.09,I,VS2,Sep,2017,-33,6400
3900,1.01-1.09,I,SI1,Sep,2017,-35,6000
3276,1.01-1.09,I,SI2,Sep,2017,-37,5200
2538,1.01-1.09,I,I1,Sep,2017,-29.5,3600
3720,1.01-1.09,J,IF,Sep,2017,-40,6200
3780,1.01-1.09,J,VVS1,Sep,2017,-37,6000
3835,1.01-1.09,J,VVS2,Sep,2017,-35,5900
3705,1.01-1.09,J,VS1,Sep,2017,-35,5700
3630,1.01-1.09,J,VS2,Sep,2017,-34,5500
3289.5,1.01-1.09,J,SI1,Sep,2017,-35.5,5100
2961,1.01-1.09,J,SI2,Sep,2017,-37,4700
2096,1.01-1.09,J,I1,Sep,2017,-34.5,3200
3009,1.01-1.09,K,IF,Sep,2017,-41,5100
3136,1.01-1.09,K,VVS1,Sep,2017,-36,4900
3031.5,1.01-1.09,K,VVS2,Sep,2017,-35.5,4700
3015,1.01-1.09,K,VS1,Sep,2017,-33,4500
2881,1.01-1.09,K,VS2,Sep,2017,-33,4300
2706,1.01-1.09,K,SI1,Sep,2017,-34,4100
2394,1.01-1.09,K,SI2,Sep,2017,-37,3800
1965,1.01-1.09,K,I1,Sep,2017,-34.5,3000
2806,1.01-1.09,L,IF,Sep,2017,-39,4600
2838,1.01-1.09,L,VVS1,Sep,2017,-35.5,4400
2795,1.01-1.09,L,VVS2,Sep,2017,-35,4300
2767.5,1.01-1.09,L,VS1,Sep,2017,-32.5,4100
2652,1.01-1.09,L,VS2,Sep,2017,-32,3900
2394,1.01-1.09,L,SI1,Sep,2017,-33.5,3600
2133.5,1.01-1.09,L,SI2,Sep,2017,-37.3,3400
1834,1.01-1.09,L,I1,Sep,2017,-34.5,2800
2419,1.01-1.09,M,IF,Sep,2017,-41,4100
2320.5,1.01-1.09,M,VVS1,Sep,2017,-40.5,3900
2275.5,1.01-1.09,M,VVS2,Sep,2017,-38.5,3700
2340,1.01-1.09,M,VS1,Sep,2017,-35,3600
2244,1.01-1.09,M,VS2,Sep,2017,-34,3400
2080,1.01-1.09,M,SI1,Sep,2017,-35,3200
1827,1.01-1.09,M,SI2,Sep,2017,-37,2900
1637.5,1.01-1.09,M,I1,Sep,2017,-34.5,2500
11918,1.01-1.09,D,IF,Oct,2017,-41,20200
9222,1.01-1.09,D,VVS1,Oct,2017,-42,15900
8460,1.01-1.09,D,VVS2,Oct,2017,-40,14100
7502,1.01-1.09,D,VS1,Oct,2017,-38,12100
6848,1.01-1.09,D,VS2,Oct,2017,-36,10700
5330,1.01-1.09,D,SI1,Oct,2017,-35,8200
4347,1.01-1.09,D,SI2,Oct,2017,-37,6900
3313.5,1.01-1.09,D,I1,Oct,2017,-29.5,4700
8512,1.01-1.09,E,IF,Oct,2017,-44,15200
8120,1.01-1.09,E,VVS1,Oct,2017,-42,14000
6900,1.01-1.09,E,VVS2,Oct,2017,-40,11500
6687.5,1.01-1.09,E,VS1,Oct,2017,-37.5,10700
5985,1.01-1.09,E,VS2,Oct,2017,-37,9500
5056,1.01-1.09,E,SI1,Oct,2017,-36,7900
4224,1.01-1.09,E,SI2,Oct,2017,-36,6600
3172.5,1.01-1.09,E,I1,Oct,2017,-29.5,4500
7800,1.01-1.09,F,IF,Oct,2017,-40,13000
7620,1.01-1.09,F,VVS1,Oct,2017,-36.5,12000
6634,1.01-1.09,F,VVS2,Oct,2017,-38,10700
6272,1.01-1.09,F,VS1,Oct,2017,-36,9800
5676,1.01-1.09,F,VS2,Oct,2017,-34,8600
5016,1.01-1.09,F,SI1,Oct,2017,-34,7600
4063.5,1.01-1.09,F,SI2,Oct,2017,-35.5,6300
3102,1.01-1.09,F,I1,Oct,2017,-29.5,4400
6366.5,1.01-1.09,G,IF,Oct,2017,-40.5,10700
6273,1.01-1.09,G,VVS1,Oct,2017,-38.5,10200
5937.5,1.01-1.09,G,VVS2,Oct,2017,-37.5,9500
5676,1.01-1.09,G,VS1,Oct,2017,-34,8600
5293,1.01-1.09,G,VS2,Oct,2017,-33,7900
4473,1.01-1.09,G,SI1,Oct,2017,-37,7100
3717,1.01-1.09,G,SI2,Oct,2017,-37,5900
2961,1.01-1.09,G,I1,Oct,2017,-29.5,4200
5176.5,1.01-1.09,H,IF,Oct,2017,-40.5,8700
5312.5,1.01-1.09,H,VVS1,Oct,2017,-37.5,8500
5143.5,1.01-1.09,H,VVS2,Oct,2017,-36.5,8100
5054,1.01-1.09,H,VS1,Oct,2017,-33.5,7600
4932,1.01-1.09,H,VS2,Oct,2017,-31.5,7200
4160,1.01-1.09,H,SI1,Oct,2017,-36,6500
3584,1.01-1.09,H,SI2,Oct,2017,-36,5600
2820,1.01-1.09,H,I1,Oct,2017,-29.5,4000
4662,1.01-1.09,I,IF,Oct,2017,-37,7400
4644,1.01-1.09,I,VVS1,Oct,2017,-35.5,7200
4485,1.01-1.09,I,VVS2,Oct,2017,-35,6900
4422,1.01-1.09,I,VS1,Oct,2017,-34,6700
4288,1.01-1.09,I,VS2,Oct,2017,-33,6400
3900,1.01-1.09,I,SI1,Oct,2017,-35,6000
3276,1.01-1.09,I,SI2,Oct,2017,-37,5200
2538,1.01-1.09,I,I1,Oct,2017,-29.5,3600
3720,1.01-1.09,J,IF,Oct,2017,-40,6200
3780,1.01-1.09,J,VVS1,Oct,2017,-37,6000
3835,1.01-1.09,J,VVS2,Oct,2017,-35,5900
3705,1.01-1.09,J,VS1,Oct,2017,-35,5700
3630,1.01-1.09,J,VS2,Oct,2017,-34,5500
3289.5,1.01-1.09,J,SI1,Oct,2017,-35.5,5100
2961,1.01-1.09,J,SI2,Oct,2017,-37,4700
2096,1.01-1.09,J,I1,Oct,2017,-34.5,3200
3009,1.01-1.09,K,IF,Oct,2017,-41,5100
3136,1.01-1.09,K,VVS1,Oct,2017,-36,4900
3031.5,1.01-1.09,K,VVS2,Oct,2017,-35.5,4700
3015,1.01-1.09,K,VS1,Oct,2017,-33,4500
2881,1.01-1.09,K,VS2,Oct,2017,-33,4300
2706,1.01-1.09,K,SI1,Oct,2017,-34,4100
2394,1.01-1.09,K,SI2,Oct,2017,-37,3800
1965,1.01-1.09,K,I1,Oct,2017,-34.5,3000
2806,1.01-1.09,L,IF,Oct,2017,-39,4600
2838,1.01-1.09,L,VVS1,Oct,2017,-35.5,4400
2795,1.01-1.09,L,VVS2,Oct,2017,-35,4300
2767.5,1.01-1.09,L,VS1,Oct,2017,-32.5,4100
2652,1.01-1.09,L,VS2,Oct,2017,-32,3900
2394,1.01-1.09,L,SI1,Oct,2017,-33.5,3600
2133.5,1.01-1.09,L,SI2,Oct,2017,-37.3,3400
1834,1.01-1.09,L,I1,Oct,2017,-34.5,2800
2419,1.01-1.09,M,IF,Oct,2017,-41,4100
2320.5,1.01-1.09,M,VVS1,Oct,2017,-40.5,3900
2275.5,1.01-1.09,M,VVS2,Oct,2017,-38.5,3700
2340,1.01-1.09,M,VS1,Oct,2017,-35,3600
2244,1.01-1.09,M,VS2,Oct,2017,-34,3400
2080,1.01-1.09,M,SI1,Oct,2017,-35,3200
1827,1.01-1.09,M,SI2,Oct,2017,-37,2900
1637.5,1.01-1.09,M,I1,Oct,2017,-34.5,2500
11918,1.01-1.09,D,IF,Nov,2017,-41,20200
9540,1.01-1.09,D,VVS1,Nov,2017,-40,15900
8601,1.01-1.09,D,VVS2,Nov,2017,-39,14100
7623,1.01-1.09,D,VS1,Nov,2017,-37,12100
6955,1.01-1.09,D,VS2,Nov,2017,-35,10700
5248,1.01-1.09,D,SI1,Nov,2017,-36,8200
4347,1.01-1.09,D,SI2,Nov,2017,-37,6900
3266.5,1.01-1.09,D,I1,Nov,2017,-30.5,4700
8816,1.01-1.09,E,IF,Nov,2017,-42,15200
8330,1.01-1.09,E,VVS1,Nov,2017,-40.5,14000
7245,1.01-1.09,E,VVS2,Nov,2017,-37,11500
6741,1.01-1.09,E,VS1,Nov,2017,-37,10700
6127.5,1.01-1.09,E,VS2,Nov,2017,-35.5,9500
5056,1.01-1.09,E,SI1,Nov,2017,-36,7900
4158,1.01-1.09,E,SI2,Nov,2017,-37,6600
3127.5,1.01-1.09,E,I1,Nov,2017,-30.5,4500
7800,1.01-1.09,F,IF,Nov,2017,-40,13000
7560,1.01-1.09,F,VVS1,Nov,2017,-37,12000
6955,1.01-1.09,F,VVS2,Nov,2017,-35,10700
6468,1.01-1.09,F,VS1,Nov,2017,-34,9800
5848,1.01-1.09,F,VS2,Nov,2017,-32,8600
4940,1.01-1.09,F,SI1,Nov,2017,-35,7600
4000.5,1.01-1.09,F,SI2,Nov,2017,-36.5,6300
3058,1.01-1.09,F,I1,Nov,2017,-30.5,4400
6206,1.01-1.09,G,IF,Nov,2017,-42,10700
6528,1.01-1.09,G,VVS1,Nov,2017,-36,10200
6080,1.01-1.09,G,VVS2,Nov,2017,-36,9500
5762,1.01-1.09,G,VS1,Nov,2017,-33,8600
5332.5,1.01-1.09,G,VS2,Nov,2017,-32.5,7900
4615,1.01-1.09,G,SI1,Nov,2017,-35,7100
3746.5,1.01-1.09,G,SI2,Nov,2017,-36.5,5900
2919,1.01-1.09,G,I1,Nov,2017,-30.5,4200
5046,1.01-1.09,H,IF,Nov,2017,-42,8700
5440,1.01-1.09,H,VVS1,Nov,2017,-36,8500
5265,1.01-1.09,H,VVS2,Nov,2017,-35,8100
5016,1.01-1.09,H,VS1,Nov,2017,-34,7600
4824,1.01-1.09,H,VS2,Nov,2017,-33,7200
4225,1.01-1.09,H,SI1,Nov,2017,-35,6500
3584,1.01-1.09,H,SI2,Nov,2017,-36,5600
2780,1.01-1.09,H,I1,Nov,2017,-30.5,4000
4588,1.01-1.09,I,IF,Nov,2017,-38,7400
4644,1.01-1.09,I,VVS1,Nov,2017,-35.5,7200
4485,1.01-1.09,I,VVS2,Nov,2017,-35,6900
4489,1.01-1.09,I,VS1,Nov,2017,-33,6700
4352,1.01-1.09,I,VS2,Nov,2017,-32,6400
3900,1.01-1.09,I,SI1,Nov,2017,-35,6000
3328,1.01-1.09,I,SI2,Nov,2017,-36,5200
2502,1.01-1.09,I,I1,Nov,2017,-30.5,3600
3658,1.01-1.09,J,IF,Nov,2017,-41,6200
3900,1.01-1.09,J,VVS1,Nov,2017,-35,6000
3835,1.01-1.09,J,VVS2,Nov,2017,-35,5900
3762,1.01-1.09,J,VS1,Nov,2017,-34,5700
3685,1.01-1.09,J,VS2,Nov,2017,-33,5500
3366,1.01-1.09,J,SI1,Nov,2017,-34,5100
3008,1.01-1.09,J,SI2,Nov,2017,-36,4700
2064,1.01-1.09,J,I1,Nov,2017,-35.5,3200
2958,1.01-1.09,K,IF,Nov,2017,-42,5100
3185,1.01-1.09,K,VVS1,Nov,2017,-35,4900
3055,1.01-1.09,K,VVS2,Nov,2017,-35,4700
3015,1.01-1.09,K,VS1,Nov,2017,-33,4500
2924,1.01-1.09,K,VS2,Nov,2017,-32,4300
2747,1.01-1.09,K,SI1,Nov,2017,-33,4100
2432,1.01-1.09,K,SI2,Nov,2017,-36,3800
1935,1.01-1.09,K,I1,Nov,2017,-35.5,3000
2760,1.01-1.09,L,IF,Nov,2017,-40,4600
2948,1.01-1.09,L,VVS1,Nov,2017,-33,4400
2881,1.01-1.09,L,VVS2,Nov,2017,-33,4300
2829,1.01-1.09,L,VS1,Nov,2017,-31,4100
2691,1.01-1.09,L,VS2,Nov,2017,-31,3900
2484,1.01-1.09,L,SI1,Nov,2017,-31,3600
2176,1.01-1.09,L,SI2,Nov,2017,-36,3400
1806,1.01-1.09,L,I1,Nov,2017,-35.5,2800
2378,1.01-1.09,M,IF,Nov,2017,-42,4100
2574,1.01-1.09,M,VVS1,Nov,2017,-34,3900
2479,1.01-1.09,M,VVS2,Nov,2017,-33,3700
2520,1.01-1.09,M,VS1,Nov,2017,-30,3600
2380,1.01-1.09,M,VS2,Nov,2017,-30,3400
2240,1.01-1.09,M,SI1,Nov,2017,-30,3200
1943,1.01-1.09,M,SI2,Nov,2017,-33,2900
1612.5,1.01-1.09,M,I1,Nov,2017,-35.5,2500
11918,1.01-1.09,D,IF,Dec,2017,-41,20200
9540,1.01-1.09,D,VVS1,Dec,2017,-40,15900
8601,1.01-1.09,D,VVS2,Dec,2017,-39,14100
7623,1.01-1.09,D,VS1,Dec,2017,-37,12100
6955,1.01-1.09,D,VS2,Dec,2017,-35,10700
5248,1.01-1.09,D,SI1,Dec,2017,-36,8200
4347,1.01-1.09,D,SI2,Dec,2017,-37,6900
3266.5,1.01-1.09,D,I1,Dec,2017,-30.5,4700
8816,1.01-1.09,E,IF,Dec,2017,-42,15200
8330,1.01-1.09,E,VVS1,Dec,2017,-40.5,14000
7245,1.01-1.09,E,VVS2,Dec,2017,-37,11500
6741,1.01-1.09,E,VS1,Dec,2017,-37,10700
6127.5,1.01-1.09,E,VS2,Dec,2017,-35.5,9500
5056,1.01-1.09,E,SI1,Dec,2017,-36,7900
4158,1.01-1.09,E,SI2,Dec,2017,-37,6600
3127.5,1.01-1.09,E,I1,Dec,2017,-30.5,4500
7800,1.01-1.09,F,IF,Dec,2017,-40,13000
7560,1.01-1.09,F,VVS1,Dec,2017,-37,12000
6955,1.01-1.09,F,VVS2,Dec,2017,-35,10700
6468,1.01-1.09,F,VS1,Dec,2017,-34,9800
5848,1.01-1.09,F,VS2,Dec,2017,-32,8600
4940,1.01-1.09,F,SI1,Dec,2017,-35,7600
4000.5,1.01-1.09,F,SI2,Dec,2017,-36.5,6300
3058,1.01-1.09,F,I1,Dec,2017,-30.5,4400
6206,1.01-1.09,G,IF,Dec,2017,-42,10700
6528,1.01-1.09,G,VVS1,Dec,2017,-36,10200
6080,1.01-1.09,G,VVS2,Dec,2017,-36,9500
5762,1.01-1.09,G,VS1,Dec,2017,-33,8600
5332.5,1.01-1.09,G,VS2,Dec,2017,-32.5,7900
4615,1.01-1.09,G,SI1,Dec,2017,-35,7100
3746.5,1.01-1.09,G,SI2,Dec,2017,-36.5,5900
2919,1.01-1.09,G,I1,Dec,2017,-30.5,4200
5046,1.01-1.09,H,IF,Dec,2017,-42,8700
5440,1.01-1.09,H,VVS1,Dec,2017,-36,8500
5265,1.01-1.09,H,VVS2,Dec,2017,-35,8100
5016,1.01-1.09,H,VS1,Dec,2017,-34,7600
4824,1.01-1.09,H,VS2,Dec,2017,-33,7200
4225,1.01-1.09,H,SI1,Dec,2017,-35,6500
3584,1.01-1.09,H,SI2,Dec,2017,-36,5600
2780,1.01-1.09,H,I1,Dec,2017,-30.5,4000
4588,1.01-1.09,I,IF,Dec,2017,-38,7400
4644,1.01-1.09,I,VVS1,Dec,2017,-35.5,7200
4485,1.01-1.09,I,VVS2,Dec,2017,-35,6900
4489,1.01-1.09,I,VS1,Dec,2017,-33,6700
4352,1.01-1.09,I,VS2,Dec,2017,-32,6400
3900,1.01-1.09,I,SI1,Dec,2017,-35,6000
3328,1.01-1.09,I,SI2,Dec,2017,-36,5200
2502,1.01-1.09,I,I1,Dec,2017,-30.5,3600
3658,1.01-1.09,J,IF,Dec,2017,-41,6200
3900,1.01-1.09,J,VVS1,Dec,2017,-35,6000
3835,1.01-1.09,J,VVS2,Dec,2017,-35,5900
3762,1.01-1.09,J,VS1,Dec,2017,-34,5700
3685,1.01-1.09,J,VS2,Dec,2017,-33,5500
3366,1.01-1.09,J,SI1,Dec,2017,-34,5100
3008,1.01-1.09,J,SI2,Dec,2017,-36,4700
2064,1.01-1.09,J,I1,Dec,2017,-35.5,3200
2958,1.01-1.09,K,IF,Dec,2017,-42,5100
3185,1.01-1.09,K,VVS1,Dec,2017,-35,4900
3055,1.01-1.09,K,VVS2,Dec,2017,-35,4700
3015,1.01-1.09,K,VS1,Dec,2017,-33,4500
2924,1.01-1.09,K,VS2,Dec,2017,-32,4300
2747,1.01-1.09,K,SI1,Dec,2017,-33,4100
2432,1.01-1.09,K,SI2,Dec,2017,-36,3800
1935,1.01-1.09,K,I1,Dec,2017,-35.5,3000
2760,1.01-1.09,L,IF,Dec,2017,-40,4600
2948,1.01-1.09,L,VVS1,Dec,2017,-33,4400
2881,1.01-1.09,L,VVS2,Dec,2017,-33,4300
2829,1.01-1.09,L,VS1,Dec,2017,-31,4100
2691,1.01-1.09,L,VS2,Dec,2017,-31,3900
2484,1.01-1.09,L,SI1,Dec,2017,-31,3600
2176,1.01-1.09,L,SI2,Dec,2017,-36,3400
1806,1.01-1.09,L,I1,Dec,2017,-35.5,2800
2378,1.01-1.09,M,IF,Dec,2017,-42,4100
2574,1.01-1.09,M,VVS1,Dec,2017,-34,3900
2479,1.01-1.09,M,VVS2,Dec,2017,-33,3700
2520,1.01-1.09,M,VS1,Dec,2017,-30,3600
2380,1.01-1.09,M,VS2,Dec,2017,-30,3400
2240,1.01-1.09,M,SI1,Dec,2017,-30,3200
1943,1.01-1.09,M,SI2,Dec,2017,-33,2900
1612.5,1.01-1.09,M,I1,Dec,2017,-35.5,2500
11918,1.01-1.09,D,IF,Jan,2018,-41,20200
9540,1.01-1.09,D,VVS1,Jan,2018,-40,15900
8601,1.01-1.09,D,VVS2,Jan,2018,-39,14100
7623,1.01-1.09,D,VS1,Jan,2018,-37,12100
6955,1.01-1.09,D,VS2,Jan,2018,-35,10700
5376,1.01-1.09,D,SI1,Jan,2018,-36,8400
4347,1.01-1.09,D,SI2,Jan,2018,-37,6900
3266.5,1.01-1.09,D,I1,Jan,2018,-30.5,4700
8816,1.01-1.09,E,IF,Jan,2018,-42,15200
8330,1.01-1.09,E,VVS1,Jan,2018,-40.5,14000
7371,1.01-1.09,E,VVS2,Jan,2018,-37,11700
6741,1.01-1.09,E,VS1,Jan,2018,-37,10700
6127.5,1.01-1.09,E,VS2,Jan,2018,-35.5,9500
5056,1.01-1.09,E,SI1,Jan,2018,-36,7900
4158,1.01-1.09,E,SI2,Jan,2018,-37,6600
3127.5,1.01-1.09,E,I1,Jan,2018,-30.5,4500
7800,1.01-1.09,F,IF,Jan,2018,-40,13000
7560,1.01-1.09,F,VVS1,Jan,2018,-37,12000
6955,1.01-1.09,F,VVS2,Jan,2018,-35,10700
6468,1.01-1.09,F,VS1,Jan,2018,-34,9800
